Date,^DJI,TSLA,AAPL,MSFT,GOOG,AMZN
2014-01-15,16441.02978515625,11.144333839416504,19.854642868041992,36.31999969482422,28.627572059631348,19.79599952697754
2014-01-14,16317.375,9.955666542053223,19.364107131958008,35.255001068115234,28.382241249084473,19.748000144958496
2014-01-13,16346.865234375,9.49399995803833,19.149642944335938,35.42500114440918,28.195317268371582,19.705750465393066
2014-01-10,16433.3349609375,9.704999923706055,19.141249656677246,35.95000076293945,28.161070823669434,19.939000129699707
2014-01-09,16451.97998046875,10.009333610534668,19.325178146362305,35.65500068664551,28.266301155090332,20.13325023651123
2014-01-08,16472.78515625,10.081999778747559,19.361607551574707,35.86000061035156,28.40117073059082,19.97599983215332
2014-01-07,16495.669921875,9.855000019073486,19.355000495910645,36.35000038146973,28.1550931930542,19.819000244140625
2014-01-06,16469.2548828125,9.854666709899902,19.292856216430664,36.5,27.712376594543457,19.635499954223633
2014-01-03,16479.0205078125,10.026333332061768,19.53803539276123,36.90999984741211,27.66953754425049,19.97325038909912
2014-01-02,16494.7802734375,9.967666625976562,19.80446434020996,37.25,27.721219062805176,19.834500312805176
2013-12-31,16549.865234375,10.062000274658203,19.9157133102417,37.400001525878906,27.736785888671875,19.815750122070312
2013-12-30,16490.609375,10.185333728790283,19.864463806152344,37.14000129699707,27.76492977142334,19.809249877929688
2013-12-27,16495.1201171875,10.210000038146973,20.06982135772705,37.39499855041504,27.811007499694824,20.04699993133545
2013-12-26,16426.98486328125,10.409666538238525,20.230000495910645,37.329999923706055,27.742140769958496,20.033249855041504
2013-12-24,16328.14990234375,10.159666538238525,20.31982135772705,36.904998779296875,27.687968254089355,20.00225067138672
2013-12-23,16271.68017578125,9.628000259399414,20.240714073181152,36.71999931335449,27.6578311920166,20.104999542236328
2013-12-20,16233.205078125,9.531000137329102,19.5791072845459,36.55999946594238,27.262438774108887,20.012499809265137
2013-12-19,16158.1298828125,9.53666639328003,19.530892372131348,36.31500053405762,27.037033081054688,19.747249603271484
2013-12-18,15990.97998046875,10.028333187103271,19.46875,36.064998626708984,26.69979763031006,19.485000610351562
2013-12-17,15877.205078125,10.031667232513428,19.871785163879395,36.720001220703125,26.76393222808838,19.446500778198242
2013-12-16,15844.95458984375,9.884333610534668,19.958036422729492,36.77000045776367,26.609012603759766,19.417499542236328
2013-12-13,15755.35986328125,9.970666408538818,19.938393592834473,37.03499984741211,26.5776309967041,19.330500602722168
2013-12-12,15774.4501953125,9.559000015258789,20.095892906188965,37.40999984741211,26.79880142211914,19.112500190734863
